Year,Region,Category,Indicator,Characteristic,Age,Sex,Result,Unit,Significants (g),Comments
2013,Australia,Alcohol,Alcohol consumption (2009 guidelines),at risk of alcohol-related harm over a lifetime,20 to 29,Persons,21.9,Per cent,,
2010,VIC,Alcohol,Alcohol consumption (2009 guidelines),"at risk of injury on a single occasion of drinking, at least monthly",18 to 24,Persons,49.7,Per cent,,
2010,NT,Alcohol,Alcohol consumption (2009 guidelines),at risk of alcohol-related harm over a lifetime,14 to 19,Persons,17.87271448,Per cent,,
2013,WA,Alcohol,Alcohol consumption (2009 guidelines),"at risk of injury on a single occasion of drinking, at least monthly",35 to 44,Persons,35.6,Per cent,,
2016,ACT,Alcohol,Alcohol consumption (2009 guidelines),at risk of alcohol-related harm over a lifetime,14 to 19,Persons,5.4,Per cent,,*
2010,Qld,Alcohol,Alcohol consumption (2009 guidelines),"at risk of injury on a single occasion of drinking, at least monthly",55 to 64,Persons,24.5,Per cent,,
2016,SA,Alcohol,Alcohol consumption (2009 guidelines),"at risk of injury on a single occasion of drinking, at least monthly",30 to 39,Persons,27.6,Per cent,,
2010,NSW,Alcohol,Alcohol consumption (2009 guidelines),at risk of alcohol-related harm over a lifetime,45 to 54,Persons,22.18269994,Per cent,,
2010,SA,Alcohol,Alcohol consumption (2009 guidelines),"at risk of injury on a single occasion of drinking, at least monthly",65 to 74,Persons,10,Per cent,,
2010,VIC,Alcohol,Alcohol consumption (2009 guidelines),"at risk of injury on a single occasion of drinking, at least monthly",12 to 17,Persons,15.3,Per cent,,
2016,NSW,Alcohol,Alcohol consumption (2009 guidelines),"at risk of injury on a single occasion of drinking, at least monthly",40 to 49,Persons,28.9,Per cent,,
2010,VIC,Alcohol,Alcohol consumption (2009 guidelines),at risk of alcohol-related harm over a lifetime,25 to 34,Persons,20.88598363,Per cent,,
2010,NSW,Alcohol,Alcohol consumption (2009 guidelines),at risk of alcohol-related harm over a lifetime,50 to 59,Persons,20.50514036,Per cent,,
2016,SA,Alcohol,Alcohol consumption (2009 guidelines),"at risk of injury on a single occasion of drinking, at least monthly",12 to 17,Persons,6.8,Per cent,,*
2013,Tas,Alcohol,Alcohol consumption (2009 guidelines),at risk of alcohol-related harm over a lifetime,20 to 29,Persons,26,Per cent,,
2013,Australia,Alcohol,Alcohol consumption (2009 guidelines),at risk of alcohol-related harm over a lifetime,45 to 54,Persons,20.4,Per cent,,
2016,ACT,Alcohol,Alcohol consumption (2009 guidelines),at risk of alcohol-related harm over a lifetime,35 to 44,Persons,18.8,Per cent,,
2013,VIC,Alcohol,Alcohol consumption (2009 guidelines),"at risk of injury on a single occasion of drinking, at least monthly",40 to 49,Persons,26.7,Per cent,,
2010,Tas,Alcohol,Alcohol consumption (2009 guidelines),"at risk of injury on a single occasion of drinking, at least monthly",45 to 54,Persons,27.1,Per cent,,
2013,ACT,Alcohol,Alcohol consumption (2009 guidelines),"at risk of injury on a single occasion of drinking, at least monthly",65 to 74,Persons,14.9,Per cent,,
2010,Tas,Alcohol,Alcohol consumption (2009 guidelines),"at risk of injury on a single occasion of drinking, at least monthly",65 to 74,Persons,8.2,Per cent,,*
2016,Australia,Alcohol,Alcohol consumption (2009 guidelines),at risk of alcohol-related harm over a lifetime,45 to 54,Persons,20.5,Per cent,,
2010,NT,Alcohol,Alcohol consumption (2009 guidelines),at risk of alcohol-related harm over a lifetime,65 to 74,Persons,24.41474215,Per cent,,
2016,VIC,Alcohol,Alcohol consumption (2009 guidelines),at risk of alcohol-related harm over a lifetime,25 to 34,Persons,17.3,Per cent,,
2010,SA,Alcohol,Alcohol consumption (2009 guidelines),at risk of alcohol-related harm over a lifetime,50 to 59,Persons,20.52582405,Per cent,,
2010,Tas,Alcohol,Alcohol consumption (2009 guidelines),at risk of alcohol-related harm over a lifetime,35 to 44,Persons,25.84935336,Per cent,,
2013,NT,Alcohol,Alcohol consumption (2009 guidelines),at risk of alcohol-related harm over a lifetime,35 to 44,Persons,26.3,Per cent,,
2010,Australia,Alcohol,Alcohol consumption (2009 guidelines),"at risk of injury on a single occasion of drinking, at least monthly",55 to 64,Persons,19.9,Per cent,,
2013,VIC,Alcohol,Alcohol consumption (2009 guidelines),"at risk of injury on a single occasion of drinking, at least monthly",65 to 74,Persons,12,Per cent,,
2013,NT,Alcohol,Alcohol consumption (2009 guidelines),at risk of alcohol-related harm over a lifetime,25 to 34,Persons,31.3,Per cent,,
2016,Tas,Alcohol,Alcohol consumption (2009 guidelines),at risk of alcohol-related harm over a lifetime,14 to 19,Persons,11.2,Per cent,,**
2016,Tas,Alcohol,Alcohol consumption (2009 guidelines),at risk of alcohol-related harm over a lifetime,65 to 74,Persons,13.6,Per cent,,
2016,SA,Alcohol,Alcohol consumption (2009 guidelines),"at risk of injury on a single occasion of drinking, at least monthly",50 to 59,Persons,33.1,Per cent,,#
2010,WA,Alcohol,Alcohol consumption (2009 guidelines),at risk of alcohol-related harm over a lifetime,50 to 59,Persons,24.82315841,Per cent,,
2010,SA,Alcohol,Alcohol consumption (2009 guidelines),at risk of alcohol-related harm over a lifetime,65 to 74,Persons,14.12010835,Per cent,,
2016,VIC,Alcohol,Alcohol consumption (2009 guidelines),"at risk of injury on a single occasion of drinking, at least monthly",35 to 44,Persons,29,Per cent,,
2013,Qld,Alcohol,Alcohol consumption (2009 guidelines),"at risk of injury on a single occasion of drinking, at least monthly",45 to 54,Persons,27.6,Per cent,,
2013,Australia,Alcohol,Alcohol consumption (2009 guidelines),"at risk of injury on a single occasion of drinking, at least monthly",50 to 59,Persons,23.7,Per cent,,
2016,NT,Alcohol,Alcohol consumption (2009 guidelines),"at risk of injury on a single occasion of drinking, at least monthly",12 to 17,Persons,9.8,Per cent,,**
2016,NSW,Alcohol,Alcohol consumption (2009 guidelines),"at risk of injury on a single occasion of drinking, at least monthly",20 to 29,Persons,37.1,Per cent,,
2013,NT,Alcohol,Alcohol consumption (2009 guidelines),"at risk of injury on a single occasion of drinking, at least monthly",20 to 29,Persons,52.3,Per cent,,
2010,SA,Alcohol,Alcohol consumption (2009 guidelines),at risk of alcohol-related harm over a lifetime,14 to 19,Persons,14.55479828,Per cent,,
2016,ACT,Alcohol,Alcohol consumption (2009 guidelines),"at risk of injury on a single occasion of drinking, at least monthly",40 to 49,Persons,32.3,Per cent,,
2016,WA,Alcohol,Alcohol consumption (2009 guidelines),at risk of alcohol-related harm over a lifetime,18 to 24,Persons,17.7,Per cent,,
2016,NT,Alcohol,Alcohol consumption (2009 guidelines),"at risk of injury on a single occasion of drinking, at least monthly",35 to 44,Persons,37.6,Per cent,,
2013,Tas,Alcohol,Alcohol consumption (2009 guidelines),at risk of alcohol-related harm over a lifetime,45 to 54,Persons,15.7,Per cent,,
2010,SA,Alcohol,Alcohol consumption (2009 guidelines),"at risk of injury on a single occasion of drinking, at least monthly",12 to 17,Persons,13.4,Per cent,,*
2010,NSW,Alcohol,Alcohol consumption (2009 guidelines),"at risk of injury on a single occasion of drinking, at least monthly",35 to 44,Persons,28.6,Per cent,,
2016,Tas,Alcohol,Alcohol consumption (2009 guidelines),"at risk of injury on a single occasion of drinking, at least monthly",30 to 39,Persons,38.5,Per cent,,
2010,WA,Alcohol,Alcohol consumption (2009 guidelines),"at risk of injury on a single occasion of drinking, at least monthly",40 to 49,Persons,31.2,Per cent,,
2016,NT,Alcohol,Alcohol consumption (2009 guidelines),at risk of alcohol-related harm over a lifetime,50 to 59,Persons,36.2,Per cent,,
2013,NSW,Alcohol,Alcohol consumption (2009 guidelines),"at risk of injury on a single occasion of drinking, at least monthly",20 to 29,Persons,37.7,Per cent,,
2010,NT,Alcohol,Alcohol consumption (2009 guidelines),at risk of alcohol-related harm over a lifetime,30 to 39,Persons,31.61473736,Per cent,,
2010,VIC,Alcohol,Alcohol consumption (2009 guidelines),"at risk of injury on a single occasion of drinking, at least monthly",50 to 59,Persons,22.1,Per cent,,
2013,ACT,Alcohol,Alcohol consumption (2009 guidelines),at risk of alcohol-related harm over a lifetime,12 to 17,Persons,2.9,Per cent,,**
2016,SA,Alcohol,Alcohol consumption (2009 guidelines),"at risk of injury on a single occasion of drinking, at least monthly",45 to 54,Persons,30.3,Per cent,,
2013,Australia,Alcohol,Alcohol consumption (2009 guidelines),at risk of alcohol-related harm over a lifetime,12 to 17,Persons,2.6,Per cent,,
2010,NSW,Alcohol,Alcohol consumption (2009 guidelines),"at risk of injury on a single occasion of drinking, at least monthly",50 to 59,Persons,20.5,Per cent,,
2013,NT,Alcohol,Alcohol consumption (2009 guidelines),"at risk of injury on a single occasion of drinking, at least monthly",45 to 54,Persons,42.8,Per cent,,
2013,Australia,Alcohol,Alcohol consumption (2009 guidelines),at risk of alcohol-related harm over a lifetime,25 to 34,Persons,20,Per cent,,
2016,VIC,Alcohol,Alcohol consumption (2009 guidelines),"at risk of injury on a single occasion of drinking, at least monthly",14 to 19,Persons,18.7,Per cent,,
2013,NT,Alcohol,Alcohol consumption (2009 guidelines),at risk of alcohol-related harm over a lifetime,30 to 39,Persons,26.5,Per cent,,
2013,SA,Alcohol,Alcohol consumption (2009 guidelines),at risk of alcohol-related harm over a lifetime,55 to 64,Persons,21.5,Per cent,,
2013,Australia,Alcohol,Alcohol consumption (2009 guidelines),at risk of alcohol-related harm over a lifetime,35 to 44,Persons,20.6,Per cent,,
2013,NSW,Alcohol,Alcohol consumption (2009 guidelines),"at risk of injury on a single occasion of drinking, at least monthly",12 to 17,Persons,7.1,Per cent,,
2013,SA,Alcohol,Alcohol consumption (2009 guidelines),"at risk of injury on a single occasion of drinking, at least monthly",55 to 64,Persons,21.7,Per cent,,
2013,ACT,Alcohol,Alcohol consumption (2009 guidelines),"at risk of injury on a single occasion of drinking, at least monthly",40 to 49,Persons,24.2,Per cent,,
2016,SA,Alcohol,Alcohol consumption (2009 guidelines),"at risk of injury on a single occasion of drinking, at least monthly",18 to 24,Persons,41.5,Per cent,,
2013,NSW,Alcohol,Alcohol consumption (2009 guidelines),at risk of alcohol-related harm over a lifetime,50 to 59,Persons,18.4,Per cent,,
2010,WA,Alcohol,Alcohol consumption (2009 guidelines),at risk of alcohol-related harm over a lifetime,30 to 39,Persons,26.17548234,Per cent,,
2013,VIC,Alcohol,Alcohol consumption (2009 guidelines),at risk of alcohol-related harm over a lifetime,55 to 64,Persons,20,Per cent,,
2010,NT,Alcohol,Alcohol consumption (2009 guidelines),at risk of alcohol-related harm over a lifetime,12 to 17,Persons,9.838601877,Per cent,,
2013,NSW,Alcohol,Alcohol consumption (2009 guidelines),at risk of alcohol-related harm over a lifetime,18 to 24,Persons,18.6,Per cent,,
2016,Qld,Alcohol,Alcohol consumption (2009 guidelines),at risk of alcohol-related harm over a lifetime,18 to 24,Persons,20.5,Per cent,,
2010,WA,Alcohol,Alcohol consumption (2009 guidelines),at risk of alcohol-related harm over a lifetime,25 to 34,Persons,28.44941064,Per cent,,
2010,NT,Alcohol,Alcohol consumption (2009 guidelines),"at risk of injury on a single occasion of drinking, at least monthly",40 to 49,Persons,40.8,Per cent,,
2010,ACT,Alcohol,Alcohol consumption (2009 guidelines),at risk of alcohol-related harm over a lifetime,14 to 19,Persons,11.59842993,Per cent,,
2013,NSW,Alcohol,Alcohol consumption (2009 guidelines),at risk of alcohol-related harm over a lifetime,35 to 44,Persons,17.6,Per cent,,
2013,SA,Alcohol,Alcohol consumption (2009 guidelines),at risk of alcohol-related harm over a lifetime,50 to 59,Persons,21.7,Per cent,,
2013,WA,Alcohol,Alcohol consumption (2009 guidelines),at risk of alcohol-related harm over a lifetime,25 to 34,Persons,28.9,Per cent,,
2016,NT,Alcohol,Alcohol consumption (2009 guidelines),"at risk of injury on a single occasion of drinking, at least monthly",25 to 34,Persons,41,Per cent,,
2013,Qld,Alcohol,Alcohol consumption (2009 guidelines),"at risk of injury on a single occasion of drinking, at least monthly",20 to 29,Persons,43,Per cent,,
2016,Australia,Alcohol,Alcohol consumption (2009 guidelines),"at risk of injury on a single occasion of drinking, at least monthly",25 to 34,Persons,33.8,Per cent,,
2010,NT,Alcohol,Alcohol consumption (2009 guidelines),"at risk of injury on a single occasion of drinking, at least monthly",45 to 54,Persons,44.4,Per cent,,
2010,Australia,Alcohol,Alcohol consumption (2009 guidelines),"at risk of injury on a single occasion of drinking, at least monthly",12 to 17,Persons,14.1,Per cent,,
2016,NSW,Alcohol,Alcohol consumption (2009 guidelines),at risk of alcohol-related harm over a lifetime,18 to 24,Persons,18.9,Per cent,,
2013,SA,Alcohol,Alcohol consumption (2009 guidelines),at risk of alcohol-related harm over a lifetime,35 to 44,Persons,25.2,Per cent,,
2016,SA,Alcohol,Alcohol consumption (2009 guidelines),at risk of alcohol-related harm over a lifetime,25 to 34,Persons,14.1,Per cent,,
2010,VIC,Alcohol,Alcohol consumption (2009 guidelines),"at risk of injury on a single occasion of drinking, at least monthly",25 to 34,Persons,37.1,Per cent,,
2016,Tas,Alcohol,Alcohol consumption (2009 guidelines),at risk of alcohol-related harm over a lifetime,12 to 17,Persons,,Per cent,,n.p.
2010,NT,Alcohol,Alcohol consumption (2009 guidelines),at risk of alcohol-related harm over a lifetime,35 to 44,Persons,32.01489771,Per cent,,
2016,SA,Alcohol,Alcohol consumption (2009 guidelines),"at risk of injury on a single occasion of drinking, at least monthly",65 to 74,Persons,12.2,Per cent,,
2013,WA,Alcohol,Alcohol consumption (2009 guidelines),at risk of alcohol-related harm over a lifetime,65 to 74,Persons,16.2,Per cent,,
2010,ACT,Alcohol,Alcohol consumption (2009 guidelines),at risk of alcohol-related harm over a lifetime,35 to 44,Persons,20.55277701,Per cent,,
2016,Australia,Alcohol,Alcohol consumption (2009 guidelines),"at risk of injury on a single occasion of drinking, at least monthly",18 to 24,Persons,42,Per cent,,#
2016,NT,Alcohol,Alcohol consumption (2009 guidelines),at risk of alcohol-related harm over a lifetime,20 to 29,Persons,31.8,Per cent,,
2013,Tas,Alcohol,Alcohol consumption (2009 guidelines),"at risk of injury on a single occasion of drinking, at least monthly",20 to 29,Persons,54.2,Per cent,,
2013,NT,Alcohol,Alcohol consumption (2009 guidelines),"at risk of injury on a single occasion of drinking, at least monthly",40 to 49,Persons,42.7,Per cent,,
2016,WA,Alcohol,Alcohol consumption (2009 guidelines),"at risk of injury on a single occasion of drinking, at least monthly",65 to 74,Persons,12.1,Per cent,,
2010,NT,Alcohol,Alcohol consumption (2009 guidelines),at risk of alcohol-related harm over a lifetime,55 to 64,Persons,31.08985866,Per cent,,
2013,VIC,Alcohol,Alcohol consumption (2009 guidelines),"at risk of injury on a single occasion of drinking, at least monthly",25 to 34,Persons,33,Per cent,,
2013,NSW,Alcohol,Alcohol consumption (2009 guidelines),at risk of alcohol-related harm over a lifetime,45 to 54,Persons,21,Per cent,,
2016,WA,Alcohol,Alcohol consumption (2009 guidelines),at risk of alcohol-related harm over a lifetime,45 to 54,Persons,18.7,Per cent,,
2013,NSW,Alcohol,Alcohol consumption (2009 guidelines),at risk of alcohol-related harm over a lifetime,25 to 34,Persons,16.6,Per cent,,
2016,Australia,Alcohol,Alcohol consumption (2009 guidelines),at risk of alcohol-related harm over a lifetime,55 to 64,Persons,19.8,Per cent,,
2013,SA,Alcohol,Alcohol consumption (2009 guidelines),"at risk of injury on a single occasion of drinking, at least monthly",20 to 29,Persons,42.3,Per cent,,
2010,Qld,Alcohol,Alcohol consumption (2009 guidelines),"at risk of injury on a single occasion of drinking, at least monthly",65 to 74,Persons,10.3,Per cent,,
2010,ACT,Alcohol,Alcohol consumption (2009 guidelines),"at risk of injury on a single occasion of drinking, at least monthly",55 to 64,Persons,17.2,Per cent,,
2010,SA,Alcohol,Alcohol consumption (2009 guidelines),"at risk of injury on a single occasion of drinking, at least monthly",20 to 29,Persons,46,Per cent,,
2013,NT,Alcohol,Alcohol consumption (2009 guidelines),at risk of alcohol-related harm over a lifetime,55 to 64,Persons,31.3,Per cent,,
2013,Australia,Alcohol,Alcohol consumption (2009 guidelines),"at risk of injury on a single occasion of drinking, at least monthly",14 to 19,Persons,25,Per cent,,
2013,SA,Alcohol,Alcohol consumption (2009 guidelines),at risk of alcohol-related harm over a lifetime,65 to 74,Persons,15.8,Per cent,,
2016,Australia,Alcohol,Alcohol consumption (2009 guidelines),at risk of alcohol-related harm over a lifetime,30 to 39,Persons,17.7,Per cent,,
2013,Qld,Alcohol,Alcohol consumption (2009 guidelines),"at risk of injury on a single occasion of drinking, at least monthly",25 to 34,Persons,36.4,Per cent,,
2016,ACT,Alcohol,Alcohol consumption (2009 guidelines),"at risk of injury on a single occasion of drinking, at least monthly",12 to 17,Persons,4.6,Per cent,,**
2010,NSW,Alcohol,Alcohol consumption (2009 guidelines),"at risk of injury on a single occasion of drinking, at least monthly",20 to 29,Persons,45.4,Per cent,,
2010,Qld,Alcohol,Alcohol consumption (2009 guidelines),at risk of alcohol-related harm over a lifetime,20 to 29,Persons,30.69065123,Per cent,,
2010,NSW,Alcohol,Alcohol consumption (2009 guidelines),at risk of alcohol-related harm over a lifetime,25 to 34,Persons,20.81332784,Per cent,,
2013,Australia,Alcohol,Alcohol consumption (2009 guidelines),"at risk of injury on a single occasion of drinking, at least monthly",20 to 29,Persons,41.7,Per cent,,
2013,Tas,Alcohol,Alcohol consumption (2009 guidelines),"at risk of injury on a single occasion of drinking, at least monthly",12 to 17,Persons,7.9,Per cent,,**
2010,Tas,Alcohol,Alcohol consumption (2009 guidelines),"at risk of injury on a single occasion of drinking, at least monthly",25 to 34,Persons,38,Per cent,,
2010,ACT,Alcohol,Alcohol consumption (2009 guidelines),"at risk of injury on a single occasion of drinking, at least monthly",30 to 39,Persons,39.5,Per cent,,
2013,Qld,Alcohol,Alcohol consumption (2009 guidelines),at risk of alcohol-related harm over a lifetime,25 to 34,Persons,21.8,Per cent,,
2016,Australia,Alcohol,Alcohol consumption (2009 guidelines),at risk of alcohol-related harm over a lifetime,20 to 29,Persons,19.1,Per cent,,#
2013,Qld,Alcohol,Alcohol consumption (2009 guidelines),at risk of alcohol-related harm over a lifetime,14 to 19,Persons,7.8,Per cent,,*
2016,WA,Alcohol,Alcohol consumption (2009 guidelines),at risk of alcohol-related harm over a lifetime,30 to 39,Persons,20.1,Per cent,,#
2010,WA,Alcohol,Alcohol consumption (2009 guidelines),"at risk of injury on a single occasion of drinking, at least monthly",30 to 39,Persons,39.1,Per cent,,
2010,SA,Alcohol,Alcohol consumption (2009 guidelines),at risk of alcohol-related harm over a lifetime,35 to 44,Persons,24.10400049,Per cent,,
2010,Australia,Alcohol,Alcohol consumption (2009 guidelines),at risk of alcohol-related harm over a lifetime,30 to 39,Persons,21.5,Per cent,,
2016,Qld,Alcohol,Alcohol consumption (2009 guidelines),"at risk of injury on a single occasion of drinking, at least monthly",45 to 54,Persons,32.4,Per cent,,
2010,Tas,Alcohol,Alcohol consumption (2009 guidelines),"at risk of injury on a single occasion of drinking, at least monthly",55 to 64,Persons,24.3,Per cent,,
2013,NSW,Alcohol,Alcohol consumption (2009 guidelines),"at risk of injury on a single occasion of drinking, at least monthly",55 to 64,Persons,18.5,Per cent,,
2013,WA,Alcohol,Alcohol consumption (2009 guidelines),"at risk of injury on a single occasion of drinking, at least monthly",14 to 19,Persons,27.8,Per cent,,
2010,ACT,Alcohol,Alcohol consumption (2009 guidelines),at risk of alcohol-related harm over a lifetime,40 to 49,Persons,22.56695882,Per cent,,
2010,SA,Alcohol,Alcohol consumption (2009 guidelines),"at risk of injury on a single occasion of drinking, at least monthly",30 to 39,Persons,35.6,Per cent,,
2016,WA,Alcohol,Alcohol consumption (2009 guidelines),"at risk of injury on a single occasion of drinking, at least monthly",30 to 39,Persons,35.8,Per cent,,
2010,ACT,Alcohol,Alcohol consumption (2009 guidelines),at risk of alcohol-related harm over a lifetime,12 to 17,Persons,2.6,Per cent,,**
2010,Qld,Alcohol,Alcohol consumption (2009 guidelines),at risk of alcohol-related harm over a lifetime,30 to 39,Persons,24.40243377,Per cent,,
2010,Australia,Alcohol,Alcohol consumption (2009 guidelines),at risk of alcohol-related harm over a lifetime,12 to 17,Persons,4.2,Per cent,,
2013,SA,Alcohol,Alcohol consumption (2009 guidelines),"at risk of injury on a single occasion of drinking, at least monthly",14 to 19,Persons,27.2,Per cent,,
2013,WA,Alcohol,Alcohol consumption (2009 guidelines),at risk of alcohol-related harm over a lifetime,14 to 19,Persons,12.1,Per cent,,*
2013,ACT,Alcohol,Alcohol consumption (2009 guidelines),at risk of alcohol-related harm over a lifetime,18 to 24,Persons,30.2,Per cent,,
2010,WA,Alcohol,Alcohol consumption (2009 guidelines),"at risk of injury on a single occasion of drinking, at least monthly",20 to 29,Persons,50.7,Per cent,,
2016,NSW,Alcohol,Alcohol consumption (2009 guidelines),at risk of alcohol-related harm over a lifetime,25 to 34,Persons,15.4,Per cent,,
2010,Australia,Alcohol,Alcohol consumption (2009 guidelines),at risk of alcohol-related harm over a lifetime,25 to 34,Persons,24.2,Per cent,,
2010,ACT,Alcohol,Alcohol consumption (2009 guidelines),at risk of alcohol-related harm over a lifetime,25 to 34,Persons,23.29047335,Per cent,,
2010,Tas,Alcohol,Alcohol consumption (2009 guidelines),at risk of alcohol-related harm over a lifetime,20 to 29,Persons,26.35305601,Per cent,,
2010,SA,Alcohol,Alcohol consumption (2009 guidelines),"at risk of injury on a single occasion of drinking, at least monthly",35 to 44,Persons,35.2,Per cent,,
2013,NT,Alcohol,Alcohol consumption (2009 guidelines),at risk of alcohol-related harm over a lifetime,20 to 29,Persons,34.8,Per cent,,
2010,NT,Alcohol,Alcohol consumption (2009 guidelines),"at risk of injury on a single occasion of drinking, at least monthly",35 to 44,Persons,41.4,Per cent,,
2016,WA,Alcohol,Alcohol consumption (2009 guidelines),at risk of alcohol-related harm over a lifetime,25 to 34,Persons,23.1,Per cent,,
2010,Australia,Alcohol,Alcohol consumption (2009 guidelines),at risk of alcohol-related harm over a lifetime,50 to 59,Persons,21.6,Per cent,,
2016,NT,Alcohol,Alcohol consumption (2009 guidelines),"at risk of injury on a single occasion of drinking, at least monthly",40 to 49,Persons,33.5,Per cent,,
2013,VIC,Alcohol,Alcohol consumption (2009 guidelines),at risk of alcohol-related harm over a lifetime,35 to 44,Persons,17.8,Per cent,,
2010,ACT,Alcohol,Alcohol consumption (2009 guidelines),at risk of alcohol-related harm over a lifetime,30 to 39,Persons,21.5331101,Per cent,,
2013,WA,Alcohol,Alcohol consumption (2009 guidelines),"at risk of injury on a single occasion of drinking, at least monthly",20 to 29,Persons,50.1,Per cent,,
2013,Tas,Alcohol,Alcohol consumption (2009 guidelines),at risk of alcohol-related harm over a lifetime,55 to 64,Persons,22.6,Per cent,,
2010,Tas,Alcohol,Alcohol consumption (2009 guidelines),"at risk of injury on a single occasion of drinking, at least monthly",50 to 59,Persons,30.6,Per cent,,
2016,Qld,Alcohol,Alcohol consumption (2009 guidelines),"at risk of injury on a single occasion of drinking, at least monthly",25 to 34,Persons,39.1,Per cent,,
2016,Qld,Alcohol,Alcohol consumption (2009 guidelines),at risk of alcohol-related harm over a lifetime,55 to 64,Persons,18.2,Per cent,,
2013,WA,Alcohol,Alcohol consumption (2009 guidelines),"at risk of injury on a single occasion of drinking, at least monthly",18 to 24,Persons,47.2,Per cent,,
2010,Qld,Alcohol,Alcohol consumption (2009 guidelines),at risk of alcohol-related harm over a lifetime,35 to 44,Persons,25.88954618,Per cent,,
2013,Tas,Alcohol,Alcohol consumption (2009 guidelines),at risk of alcohol-related harm over a lifetime,14 to 19,Persons,7.8,Per cent,,*
2013,NT,Alcohol,Alcohol consumption (2009 guidelines),"at risk of injury on a single occasion of drinking, at least monthly",55 to 64,Persons,27.8,Per cent,,
2013,WA,Alcohol,Alcohol consumption (2009 guidelines),"at risk of injury on a single occasion of drinking, at least monthly",30 to 39,Persons,38,Per cent,,
2013,Australia,Alcohol,Alcohol consumption (2009 guidelines),"at risk of injury on a single occasion of drinking, at least monthly",40 to 49,Persons,30.5,Per cent,,
2016,SA,Alcohol,Alcohol consumption (2009 guidelines),"at risk of injury on a single occasion of drinking, at least monthly",55 to 64,Persons,25.7,Per cent,,
2013,VIC,Alcohol,Alcohol consumption (2009 guidelines),at risk of alcohol-related harm over a lifetime,50 to 59,Persons,18.4,Per cent,,
2016,ACT,Alcohol,Alcohol consumption (2009 guidelines),"at risk of injury on a single occasion of drinking, at least monthly",14 to 19,Persons,20,Per cent,,*
2016,SA,Alcohol,Alcohol consumption (2009 guidelines),at risk of alcohol-related harm over a lifetime,20 to 29,Persons,17.1,Per cent,,
2013,NSW,Alcohol,Alcohol consumption (2009 guidelines),"at risk of injury on a single occasion of drinking, at least monthly",50 to 59,Persons,20.9,Per cent,,
2010,NT,Alcohol,Alcohol consumption (2009 guidelines),at risk of alcohol-related harm over a lifetime,25 to 34,Persons,30.08491102,Per cent,,
2016,SA,Alcohol,Alcohol consumption (2009 guidelines),at risk of alcohol-related harm over a lifetime,50 to 59,Persons,24.6,Per cent,,
2013,WA,Alcohol,Alcohol consumption (2009 guidelines),at risk of alcohol-related harm over a lifetime,55 to 64,Persons,18.7,Per cent,,
2016,ACT,Alcohol,Alcohol consumption (2009 guidelines),"at risk of injury on a single occasion of drinking, at least monthly",35 to 44,Persons,24.7,Per cent,,
2010,NSW,Alcohol,Alcohol consumption (2009 guidelines),at risk of alcohol-related harm over a lifetime,40 to 49,Persons,20.51624194,Per cent,,
2010,Tas,Alcohol,Alcohol consumption (2009 guidelines),at risk of alcohol-related harm over a lifetime,18 to 24,Persons,34.71358652,Per cent,,
2010,ACT,Alcohol,Alcohol consumption (2009 guidelines),at risk of alcohol-related harm over a lifetime,50 to 59,Persons,14.50611122,Per cent,,
2013,SA,Alcohol,Alcohol consumption (2009 guidelines),"at risk of injury on a single occasion of drinking, at least monthly",30 to 39,Persons,30.4,Per cent,,
2013,SA,Alcohol,Alcohol consumption (2009 guidelines),at risk of alcohol-related harm over a lifetime,25 to 34,Persons,19.7,Per cent,,
2013,Qld,Alcohol,Alcohol consumption (2009 guidelines),"at risk of injury on a single occasion of drinking, at least monthly",14 to 19,Persons,28.6,Per cent,,
2010,ACT,Alcohol,Alcohol consumption (2009 guidelines),"at risk of injury on a single occasion of drinking, at least monthly",14 to 19,Persons,38,Per cent,,
2013,Tas,Alcohol,Alcohol consumption (2009 guidelines),"at risk of injury on a single occasion of drinking, at least monthly",40 to 49,Persons,35.2,Per cent,,
2010,Qld,Alcohol,Alcohol consumption (2009 guidelines),"at risk of injury on a single occasion of drinking, at least monthly",25 to 34,Persons,45.9,Per cent,,
2016,WA,Alcohol,Alcohol consumption (2009 guidelines),at risk of alcohol-related harm over a lifetime,50 to 59,Persons,21.1,Per cent,,
2016,NSW,Alcohol,Alcohol consumption (2009 guidelines),"at risk of injury on a single occasion of drinking, at least monthly",14 to 19,Persons,17.9,Per cent,,
2010,Australia,Alcohol,Alcohol consumption (2009 guidelines),"at risk of injury on a single occasion of drinking, at least monthly",35 to 44,Persons,31.6,Per cent,,
2010,WA,Alcohol,Alcohol consumption (2009 guidelines),"at risk of injury on a single occasion of drinking, at least monthly",45 to 54,Persons,31.2,Per cent,,
2016,NSW,Alcohol,Alcohol consumption (2009 guidelines),at risk of alcohol-related harm over a lifetime,55 to 64,Persons,20.7,Per cent,,
2013,ACT,Alcohol,Alcohol consumption (2009 guidelines),at risk of alcohol-related harm over a lifetime,40 to 49,Persons,22.4,Per cent,,
2013,SA,Alcohol,Alcohol consumption (2009 guidelines),at risk of alcohol-related harm over a lifetime,20 to 29,Persons,19.5,Per cent,,
2013,Tas,Alcohol,Alcohol consumption (2009 guidelines),"at risk of injury on a single occasion of drinking, at least monthly",35 to 44,Persons,38.1,Per cent,,
2010,NSW,Alcohol,Alcohol consumption (2009 guidelines),at risk of alcohol-related harm over a lifetime,14 to 19,Persons,11.1474052,Per cent,,
